"_id","name","agency","category","compartments","relatedItemsParents","relatedItemsChildren","relatedItems","family","status","links","description"
"8Lfv9QuPoeoQMjEW5","METTLESOME","NSA","program","","","","","collect","unknown","",""
"SfpY3u2R6S45zc7oQ","MIDDLEMAN","NSA","attack vector","","[[TAO]]","","","network","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","TAO covert network. i.e. a network that secretly connects airgapped computers to the internet."
"5g7eygbKvWcij5mr9","MINERALIZE","NSA","program","","","","","collect","unknown","https://www.documentcloud.org/documents/807030-ambassade.html#document/p1,docs by lemonde.fr,https://www.schneier.com/blog/archives/2013/10/code_names_for.html,schneier.com - Code Names for NSA Exploit Tools,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","collection from LAN Implant"
"4A4NRYjr46BxjNspT","MJOLNIR","NSA","attack vector","[[TOP SECRET]],[[COMINT]]","","","","attack","unknown","http://apps.washingtonpost.com/g/page/world/nsa-research-report-on-the-tor-encryption-program/501/,washingtonpost.com - NSA report on the Tor encrypted network,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,https://mailman.stanford.edu/pipermail/liberationtech/2013-October/011741.html,stanford.edu - 49-page analysis of Tor is superficial - Andy Isaacson,http://freehaven.net/anonbib/#congestion-longpaths,freehaven.net - A practical congestion attack on Tor using long paths - Usenix Security 2009 paper","A custom Tor client library meant to be indistinguishable from the original Tor client, but which allows an unlimited number of servers within the Tor circuit. This was to allow for DoS attacks on the Tor network. It was also hypothesized that MJOLNIR would be able to be used for MITM attacks by forging certificates. The library was created and tested by persons during a 2006 CES summer program who set up an internal Tor network to analyze traffic. Mjolnir was the %u201CHammer of Thor%u201D - a possible pun."
"sSzcxhADip5TX6ZL4","MOCCASIN","NSA","attack vector","","","","","hardware","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","a version of [[COTTONMOUTH]] permanently attached to a USB keyboard"
"ZjHLzxj8KCMjAW8ZH","MONKEYCALENDAR","NSA","attack vector","","","","[[GOPHERSET]]","software","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames,http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2 The militarization of the Internet by Jacob Appelbaum.,http://www.digitaltrends.com/web/nsa-malware-code-names/#/3,digitaltrends.com - TURBOPANDA, RAGEMASTER, and 13 other NSA codenames that prove spies laugh, too,http://www.theregister.co.uk/2013/12/31/nsa_weapons_catalogue_promises_pwnage_at_the_speed_of_light/?page=2,TheRegister - How the NSA hacks PCs, phones, routers, hard disks 'at speed of light': Spy tech catalog leaks","software implant for GSM subscriber identify module (SIM) cards. This implant pulls individual user's calls and geolocation information form a target handset and exfiltrates it to a user-defined phone number via SMS."
"kacj5pnPBpumEx9Nk","MONKEYROCKET","NSA","program","","[[OAKSTAR]]","","[[OAKSTAR]],[[UPSTREAM]]","collect","unknown","https://en.wikipedia.org/wiki/OAKSTAR,en.wikipedia.org - OAKSTAR","Sub-program of [[OAKSTAR]]. Counterterrorism in the Middle East, Europe, and Asia DNI metadata and content"
"riTKhSKeWauWFc2gj","MOONLIGHTPATH","NSA","program","","","","","process","active","http://www.theguardian.com/world/2013/jun/27/nsa-online-metadata-collection,theguardian.com - How the NSA is still harvesting your online data","[[MOONLIGHTPATH]] is a Special Sources Operations ([[SSO]]) program, maintained by the NSA, it's a collection program to query metadatas, started in September, 2013"
"gfyviq86is3qRJTHo","MOONPENNY","NSA","program","[[TOP SECRET]],[[SI]],[[REL TO USA]],[[REL TO AUS]],[[REL TO CAN]],[[REL TO GBR]],[[REL TO NZL]],[[FVEY]]","[[PRISM]]","","[[JACKKNIFE]],[[TIMBERLINE]],[[CORALINE]],[[SCS]],[[CARBOY]],[[GARLICK]],[[LADYLOVE]],[[SOUNDER]],[[LEMONWOOD]],[[SHOALBAY]],[[SNICK]],[[STELLAR]],[[SCALPEL]],[[IRONSAND]]","collect","active","http://nsa.gov1.info/dni/,nsa.gov1.info/dni/","[[SIGINT]] ([[FORNSAT]]) for locating cellphone in Harrogate (UK)"
"oLRe4i7oekGbBbK8Y","MTI","GCHQ","program","","[[TEMPORA]]","","[[GTE]],[[TEMPORA]],[[IMP]],[[CCDP]]","collect","active","http://www.theguardian.com/commentisfree/2013/jun/21/gchq-mastery-internet-mastery-everyone,The Guardian - GCHQ revelations: mastery of the internet will mean mastery of everyone ,http://www.theguardian.com/uk/2013/jun/21/gchq-mastering-the-internet,The Guardian - Mastering the internet: how GCHQ set out to spy on the world wide web,https://en.wikipedia.org/wiki/Mastering_the_Internet,en.wikipedia.org - Mastering_the_Internet","Mass surveillance project led by the [[GCHQ]]. Capable of vacuuming signals from up to 200 fibre-optic cables at all physical points of entry into Great Britain"
"pMtzedxCphHBKqFwv","MULLENIZE","GCHQ","attack vector","","","","","software","unknown","http://cryptome.org/2013/10/gchq-mullenize.pdf,Cryptome.org - op MULLENIZE and beyond","Working together, CT and CNE have devised a method to carry out large scale %u2018staining%u2019 as a means to identify individual machines linked to that IP address. Carried out as Op MULLENIZE, this operation is beginning to yield positive results, particularly in xxxxxxx. User Agent Staining is"
"czbABX6eXktwnjQjG","MUSCULAR","GCHQ","program","[[NOFORN]],[[REL TO USA]],[[REL TO GBR]],[[SI]],[[NOFORN]]","[[WINDSTOP]]","[[TURMOIL]]","[[WINDSTOP]],[[INCENSER]],[[TURMOIL]],[[XKEYSCORE]]","collect","active","https://en.wikipedia.org/wiki/MUSCULAR,en.wikipedia.org - MUSCULAR,http://cryptome.org/2013/12/nsa-cable-spy-types.pdf|,cryptome.org - SSO The cryptologic provider of Intelligence from Global High-Capacity Telecommunications Systems,http://www.washingtonpost.com/world/national-security/nsa-infiltrates-links-to-yahoo-google-data-centers-worldwide-snowden-documents-say/2013/10/30/e51d661e-4166-11e3-8b74-d89d714ca4dd_story.html,washingtonpost.com - NSA infiltrates links to Yahoo, Google data centers worldwide, Snowden documents say","MUSCULAR (DS-200B), located in the United Kingdom, is the name of a surveillance programme jointly operated by GCHQ and the NSA. GCHQ (primary operator of the program) and the NSA have secretly broken into the main communications links that connect Yahoo and Google data centers around the world. Substantive information about the program was made public at the end of October, 2013. MUSCULAR is one of at least four other similar programs that rely on a trusted 2nd party, programs which together are known as [[WINDSTOP]]. In a 30-day period from December 2012 to January 2013, MUSCULAR was responsible for collecting 181 million records. It was however dwarfed by another [[WINDSTOP]] program known (insofar) only by its code [[DS-300]] and codename [[INCENSER]], which collected over 14 billion records in the same period."
"WhBudGPANeebx4FWH","MUSKET","NSA","compartment","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","SIGINT Exchange Designators with Third or Fourth Parties."
"RCRh84YFswmni5qzk","MUTANTBROTH","GCHQ","program","","[[QUANTUM]]","","[[QUANTUM]]","process","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","[[GCHQ]]'s tool for identifying targets from data returned by [[QUANTUM]] products"
"xkpGegjqSwHvMoowD","NEBULA","NSA","program","","","","[[TYPHON]],[[CYCLONE]],[[DRTBOX]],[[CANDYGRAM]],[[EBSR]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","A base station router, for intercepting mobile telephone calls and data transmissions. Uses the [[TYPHON]] GUI. Networkable and controllable via 802.3 and 802.11."
"e32ZiHHbqQ6kEujgo","NECTAR","NSA","compartment","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","SIGINT Exchange Designators with Third or Fourth Parties."
"PMoTQtEnCLKPukCGb","NEWTONSCRADLE","GCHQ","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","[[GCHQ]]-run Tor nodes"
"2vWxhLK52kLYBBb5q","NIGHTSTAND","NSA","attack vector","[[TS]],[[SI]],[[REL]],[[FOUO]]","[[TAO]]","","[[TAO]]","network","unknown","https://www.schneier.com/blog/archives/2014/01/nightstand_nsa.html,schneier.com - NSA Exploit of the Day,http://leaksource.files.wordpress.com/2013/12/nsa-ant-nightstand.jpg,leaksource.wordpress.com - TAO Catalog Page with Graphic,http://media.ccc.de/browse/congress/2013/30C3_-_5713_-_en_-_saal_2_-_201312301130_-_to_protect_and_infect_part_2_-_jacob.html,media.ccc.de - To Protect And Infect Part 2] The militarization of the Internet by Jacob Appelbaum.,http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog","An active 802.11 wireless exploitation and injection tool for payload /exploit delivery into otherwise denied target space. NIGHTSTAND is typically used in operations where wired access to the target is not possible. Standalone tool currently running on an x86 laptop loaded with Linux Fedora Core 3. Exploitable targets include Win2k, WinXP, WinXPSP1, WinXPSP2 running internet explorer versions 5.0-6.0. NIGHTSTAND packet injection can target one client or multiple targets on a wireless network. Attack is undetectable by the user. Use of external amplifiers and antennas in both experimental operational scenarios have resulted in successful NIGHTSTAND attacks from as far away as eight miles under ideal environmental conditions. Presumably, the NSA can use this ""injection tool"" in all the same ways it uses [[QUANTUM]]. For example, it can redirect users to [[FOXACID]] servers in order to attack their computers."
"WQa3juvEJz4zDaWAW","NIGHTWATCH","NSA","program","[[TS]],[[SI]],[[REL TO USA]],[[FVEY]]","[[ANGRYNEIGHBOR]]","","[[VIEWPLATE]],[[TAO]],[[VAGRANT]]","process","inactive","https://www.schneier.com/blog/archives/2014/01/nightwatch_nsa.html,schneier.com - NSA Exploit of the Day,http://leaksource.files.wordpress.com/2013/12/nsa-ant-nightwatch.jpg,leaksource.wordpress.com - TAO Catalog Page with Graphics,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Specialized system for processing, reconstructing and displaying video signals collected by [[VAGRANT]]. And returned to a [[CTX4000]] or a [[PHOTOANGLO]] system. According to [[TAO]] Catalog, it should be obsolete, replaced by [[VIEWPLATE]]."
"EdNB3M5qZKuQvemMH","Non Cooperative Wireless access point","undefined","attack vector","","","","","Attack","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Just what it sounds like. The owner of the wireless device doesn't know the NSA is using it. In short, it's been %u201Cpwned%u201D"
"NzpRZ5S5sag9feAHx","NUCLEON","NSA","program","","[[CONVEYANCE]]","","[[PRISM]],[[CONVEYANCE]],[[AGILITY]],[[PINWALE]]","database","active","http://www.washingtonpost.com/investigations/us-surveillance-architecture-includes-collection-of-revealing-internet-phone-metadata/2013/06/15/e9bf004a-d511-11e2-b05f-3ea3f0e7bb5a_story_1.html,washingtonpost.com - U.S. surveillance architecture includes collection of revealing Internet, phone metadata,https://en.wikipedia.org/wiki/PRISM,en.wikipedia.org - Slide of PRISM collection dataflow,http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","[[NUCLEON]] seems to be one of the database maintained by the NSA which store interceted telephone calls and spoken words or text message from a phone or a smartphone. At this time it isn't possible to know if this program is only a storage or a database or a big data tool."
"txr2yH4A7fce3exnD","OAKSTAR","NSA","program","","[[UPSTREAM]]","[[BLUEZEPHYR]],[[COBALTFALCON]],[[MONKEYROCKET]],[[ORANGEBLOSSOM]],[[ORANGECRUSH]],[[SILVERZEPHYR]],[[SHIFTINGSHADOW]],[[YACHTSHOP]]","[[BLUEANCHOR]],[[BLUEZEPHYR]],[[COBALTFALCON]],[[MARINA]],[[MONKEYROCKET]],[[ORANGEBLOSSOM]],[[ORANGECRUSH]],[[SILVERZEPHYR]],[[SHIFTINGSHADOW]],[[STEELKNIGHT]],[[UPSTREAM]],[[YACHTSHOP]]","collect","active","http://en.wikipedia.org/wiki/OAKSTAR,en.wikipedia.org - OAKSTAR,http://cryptome.org/2013/12/nsa-cable-spy-types.pdf,cryptome.org - SSO The cryptologic provider of Intelligence from Global High-Capacity Telecommunications Systems","[[OAKSTAR]] is a secret internet surveillance program of the National Security Agency (NSA) of the United States. It was disclosed in 2013 as part of the leaks by former NSA contractor Edward Snowden."
"Eq2uYtg3D2QcW83K5","OCEAN","NSA","program","","","","","collect","unknown","https://www.documentcloud.org/documents/807030-ambassade.html#document/p1,docs by lemonde.fr,https://www.schneier.com/blog/archives/2013/10/code_names_for.html,schneier.com - Code Names for NSA Exploit Tools,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","optical collection system for Raster-Based computer screens"
"bcdvPY2ntf9LXAjwd","OCEANARIUM","NSA","program","","","","[[ANCHORY]],[[AGILITY]],[[PINWALE]],[[NUCLEON]]","database","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","database for SIGINT from NSA and intelligence sharing partners around the world"
"xrWPj8rsH2S7BaH2C","OCELOT","NSA","program","","[[STORMBREW]]","","[[STORMBREW]],[[XKEYSCORE]],[[PINWALE]],[[MARINA]]","collect","unknown","https://commons.wikimedia.org/wiki/File:US-3140_MADCAPOCELOT_-_crop.jpg,commons.wikimedia.org - US-3140 MADCAPOCELOT - crop.jpg","Actual name: [[MADCAPOCELOT]], a sub-program of [[STORMBREW]] for collection of internet metadata about Russia and European counterterrorism. [[MADCAPOCELOT]] uses [[DNI]] from [[XKEYSCORE]], [[PINWALE]] and [[MARINA]]"
"LMDL9Xdaxa6CpGQ7T","OCONUS","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Not a code name - %u201COutside CONtinental US%u201D"
"zK4EPeiHCQEDiGFXL","OCTAVE","NSA","program","","","","","collect","unknown","http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured","collection mission tasking tool"
"R7AKq73Bgm3wWxMBW","OCTSKYWARD","NSA","program","","","","","collect","unknown","",""
"WKaj4XKiTsCgsffFt","OILSTOCK","undefined","program","","","","","target","unknown","http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured","Air Force/Navy tool to track ships in real time"
"CGWWefqbGXDj9GfiH","OLYMPUS","NSA","attack vector","","","","[[VALIDATOR]],[[SOMBERKNAVE]],[[VALIDATOR]],[[UNITEDRAKE]]","collect","unknown","http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog","OLYMPUS is an exploitation system that uses a software implant on a Microsoft Windows based target PC to gain complete access to the targeted PC. The target, when connected to the Internet, will contact a Listening Post (LP) located at an NSA/USSS facilities, which is online 24/7, and get ist commands automatically. There commands include directory listings, retrieving files, performing netmaps, etc. The results of the commands are then returned to the LP, where the data is collected and forwarded to CES and analysis and production elements."
"LPcreCMhg6eZcdvyc","OLYMPUSFIRE","NSA","attack vector","","","","","software","unknown","http://cryptome.org/2013/12/nsa-catalog-appelbaum.pdf,cryptome.org - NSA's catalog","An exploitation system, that uses malware to completely control a target Windows PC. Maintained by a NSA-run Listening Post."
"9tGcZSd3JZiypHmhA","ONEROOF","NSA","Program","","","","","Database","unknown","http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured","Main tactical SIGINT database, with raw and unfiltered intercepts"
"GnjrPdqFdAft3iTrF","ONIONBREATH","GCHQ","program","","","","[[GCHQ]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Relates to [[GCHQ]] efforts against Tor hidden services"
"xHqQRoWWhzTsMhNjs","ORANGEBLOSSOM","NSA","program","","[[OAKSTAR]]","","[[OAKSTAR]],[[UPSTREAM]]","collect","unknown","https://en.wikipedia.org/wiki/OAKSTAR,en.wikipedia.org - OAKSTAR","Sub-program of [[OAKSTAR]] for collection from an international transit switch."
"r3LFQKZYvrkAX2Q5z","ORANGECRUSH","NSA","program","","[[OAKSTAR]]","","[[OAKSTAR]],[[UPSTREAM]],[[PRIMECANE]]","collect","unknown","https://archive.org/details/NSA-Slides-O-Globo-Brazil,""US-3230-ORANGECRUSH.jpg"" ,https://en.wikipedia.org/wiki/OAKSTAR,en.wikipedia.org - OAKSTAR","Subprogram of [[OAKSTAR]]. Foreign access point through PRIMECANE, and 3rd party partner collect data on Voice, fax, DNI, DNR, and metadata"
"dS5nY9WdHXGeXbp4K","OSCAR","DSD","compartment","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","Australia%u2019s Defense Signals Directorate (DSD)"
"hHk8FepD5Qi2WRxgL","OSMJCM-II","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","spotted in [[COTTONMOUTH-II]]"
"n9v6t2ufdP3sHp7ut","PACKAGEGOODS","NSA","program","","","","[[TREASUREMAP]]","collect","unknown","http://leaksource.wordpress.com/2013/11/23/nsa-programs-treasure-map-near-real-time-interactive-map-of-internet-any-device-anywhere-all-the-time-packaged-goods-tracks-traceroutes-accessed-13-servers-in-unwitting-data-centers/,LeakSource - (NSA Programs) Treasure Map: Near Real-Time Interactive Map of Internet, Any Device, Anywhere, All the Time; Packaged Goods: Tracks Traceroutes, Accessed 13 Servers in Unwitting Data Centers,http://cryptome.org/2013/11/nsa-treasuremap.htm,Cryptome - NSA Treasuremap","tracks the %u201Ctraceroutes%u201D through which data flows around the Internet. Has access to 13 covered servers in unwitting data centers around the globe. The data centers are located in (non exhaustive) Germany, Poland, Denmark, South Africa and Taiwan as well as Russia, China and Singapore."
"wEdtgs7sXWB5iwEa6","PACKETWRENCH","NSA","compartiment","","[[FERRETCANNON]]","","[[FERRETCANNON]],[[FOXACID ]]","collect","unknown","https://www.schneier.com/blog/archives/2013/10/the_nsas_new_ri.html,Schneier.com - The NSA's New Risk Analysis",""
"D4QZKiG3SsLJj2kMd","PAINTEDEAGLE","NSA","compartment","[[ECI]],[[TOP SECRET]],[[SI]],[[REL TO USA]],[[FVEY]]","[[BULLRUN]]","","[[BULLRUN]]","ECI","unknown","https://en.wikipedia.org/wiki/Global_surveillance_by_category , wikipedia - Global surveillance by category","An undetermined, highly confidential compartiment mentioned in the [[BULLRUN]] documents."
"iqcgLobb3pMYREas2","PARCHDUSK","NSA","program","","[[TAO]]","","","collect","unknown","http://cryptome.org/2014/01/nsa-tao-intro.pdf ,cryptome.org - Photo Gallery: NSA's TAO Unit Introduces Itself ","Productions Operation of NSA's TAO division"
"EdDboMnzJ7fZgtJgw","PATHFINDER","NSA","program","","","","","process","unknown","http://cryptome.org/2013/09/nsa-bullrun-2-16-guardian-13-0905.pdf,cryptome.org/guardian - nsa-bullrun-2-16-guardian-13-0905.pdf,http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","[[PATHFINDER]] is a [[SIGINT]] analysis tool made by the Science Applications International Corporation (SAIC), a new US company headquartered in (McLean, Virginia) that provides government services and information technology support."
"YPCnmY6eCN48sMmaY","PAWLEYS","NSA","compartiment","[[ECI]],[[TOP SECRET]],[[SI]],[[REL TO USA]],[[FVEY]]","[[BULLRUN]]","","[[BULLRUN]]","ECI","unknown","http://cryptome.org/2013/09/nsa-bullrun-2-16-guardian-13-0905.pdf,cryptome.org/guardian - nsa-bullrun-2-16-guardian-13-0905.pdf","An undetermined, highly confidential compartiment mentioned in the [[BULLRUN]] documents."
"tDCerzPKiuaj4Sdcq","PBD","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Persistent BackDoor"
"KeRNynijd99PphTss","PEDDLECHEAP","NSA","attack vector","","[[FERRETCANNON]]","","[[FERRETCANNON]],[[FOXACID]]","network","unknown","https://www.schneier.com/blog/archives/2013/10/the_nsas_new_ri.html, schneier.com - The NSA's New Risk Analysis","subprogram of [[FERRETCANNON]] and [[FOXACID]]."
"hJ6hrDTvWtayfSQWA","PENDLETON","NSA","compartiment","[[ECI]],[[TOP SECRET]],[[SI]],[[REL TO USA]],[[FVEY]]","[[BULLRUN]]","","[[BULLRUN]]","ECI","unknown","http://cryptome.org/2013/09/nsa-bullrun-2-16-guardian-13-0905.pdf,cryptome.org/guardian - nsa-bullrun-2-16-guardian-13-0905.pdf","An undetermined, highly confidential compartiment mentioned in the [[BULLRUN]] documents."
"rJbHFAjiNyPLQtn5p","PHOTOANGLO","NSA","attack vector","[[TS]],[[REL TO USA]],[[FVEY]]","[[ANGRYNEIGHBOR]]","","[[ANGRYNEIGHBOR]],[[VAGRANT]],[[DROPMIRE]],[[LOADAUTO]],[[NIGHTWATCH]],[[VIEWPLATE]]","hardware","active","https://www.schneier.com/blog/archives/2014/01/photoanglo_nsa.html , schneier.com - PHOTOANGLO: NSA Exploit of the Day,http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Replaces [[CTX4000]], a continuous radar Wave generator, for the [[ANGRYNEIGHBOR]] family of retro-reflector bugs, including [[VAGRANT]], [[DROPMIRE]] and [[LOADAUTO]]. The signals are then sent to a processing system such as [[NIGHTWATCH]] or [[VIEWPLATE]] (which process and display the signals from the [[VAGRANT]] monitor-cable bug). The [[LFS-2]] is listed as another type of processing system. A joint NSA/GCHQ project."
"WKBkkcRddF8iZFsT8","PICARESQUE","NSA","compartiment","[[ECI]],[[TOP SECRET]],[[SI]],[[REL TO USA]],[[FVEY]]","[[BULLRUN]]","","[[BULLRUN]]","ECI","unknown","http://cryptome.org/2013/09/nsa-bullrun-2-16-guardian-13-0905.pdf,cryptome.org/guardian - nsa-bullrun-2-16-guardian-13-0905.pdf","An undetermined, highly confidential compartiment mentioned in the [[BULLRUN]] documents."
"uhac8pEFugfHH92vC","PICASSO","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","GSM handset, carried by a witting operator for bugging calls and location information within its range. Includes a panic button for the operator. Data exfil done with a regular phone via SMS."
"RXvDdAyWG6Dtip7TC","PIEDMONT","NSA","compartiment","[[ECI]],[[TOP SECRET]],[[SI]],[[REL TO USA]],[[FVEY]]","[[BULLRUN]]","","[[BULLRUN]]","ECI","unknown","http://cryptome.org/2013/09/nsa-bullrun-2-16-guardian-13-0905.pdf,cryptome.org - guardian","An undetermined, highly confidential compartiment mentioned in the [[BULLRUN]] documents."
"ANQkB7QFRHawHCz52","PINWALE","NSA","program","[[FISC]],[[TOP SECRET]],[[SI]],[[ORCON]],[[NOFORN]]","[[SCISSORS]]","","[[SCISSORS]],[[PRISM]]","database","unknown","http://www.nytimes.com/2009/06/17/us/17nsa.html,nytimes.com - E-Mail Surveillance Renews Concerns in Congress,https://en.wikipedia.org/wiki/Pinwale,PINWALE en.wikipedia.org,https://en.wikipedia.org/wiki/File:Prism-slide-7.jpg,en.wikipedia.org - Slide of PRISM collection dataflow ","PINWALE is the code name for an NSA database of archived foreign and domestic e-mails it has collected under its SIGINT efforts. It is searchable by monitored NSA analysts. Its existence was first revealed by an NSA analyst who was trained to use it during 2005. However, according to ''Homeland Security Today'', Pinwale has in it much more than email, it also contains other forms of Internet data, and other forms of digital communications as well. Its software has built-in protections against collecting from any of the Five Eyes members. Unlike its successor [[XKEYSCORE]], targets for PINWALE have to be approved beforehand by the United States Foreign Intelligence Surveillance Court ([[FISC]])."
"dWWjmoQaHbwdfaGZS","PITCHFORD","NSA","compartiment","[[ECI]],[[TOP SECRET]],[[SI]],[[REL TO USA]],[[FVEY]]","[[BULLRUN]]","","[[BULLRUN]]","ECI","unknown","http://cryptome.org/2013/09/nsa-bullrun-2-16-guardian-13-0905.pdf,cryptome.org - guardian","An undetermined, highly confidential compartiment mentioned in the [[BULLRUN]] documents."
"4eDrjsmzQFsoiLMHH","PLUS","NSA","programm","","","","","collect","unknown","http://www.nsa.gov/public_info/_files/cryptologs/cryptolog_136.pdf, NSA.gov - CRYPTLOG - the journal of technical health","NSA SIGINT production feedback program"
"6uwqzP7BQrw95goFv","POWELL","NSA","attack vector","","[[GENIE]]","","","hardware","unknown","http://www.theguardian.com/world/2013/jun/30/nsa-leaks-us-bugging-european-allies,TheGuardian - New NSA leaks show how US is bugging its European allies ","Name of an operation to bug the greek UN mission, introducing spywares in foreign embassies."
"fKRCb4BB9LCRv8NMg","PPM","NSA","program","","","","","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm,cryptome.org - NSA codenames","Pulse Position Modulate"
"jDnpWwwdZmaWknCqe","PREFER","NSA","program","","","","","collect","unknown","http://www.theguardian.com/world/2014/jan/16/nsa-collects-millions-text-messages-daily-untargeted-global-sweep,TheGuardian - NSA collects millions of text messages daily in 'untargeted' global sweep,https://www.schneier.com/blog/archives/2014/01/nsa_collects_hu.html,schneier.com - NSA Collects Hundreds of Millions of Text Messages Daily","The NSA's program to perform automatic analysis on the text-message data and metadata."
"JE8Yf23vEBon7xdGh","PRINTAURA","NSA","program","","[[PRISM]]","[[TRAFFICTHIEF]]","","process","unknown","https://en.wikipedia.org/wiki/File:Prism-slide-6.jpg, en.wikipedia.org - Slide of PRISM","part of the [[PRISM]] program."
"n7ceEym7pFrXpj3DY","PRISM","NSA","program","[[TOP SECRET]],[[SI]],[[ORCON]],[[NOFORN]]","[[NSA]]","","[[TRAFFICTHIEF]],[[MARINA]],[[MAINWAY]],[[FALLOUT]],[[PINWALE]],[[CONVEYANCE]],[[NUCLEON]]","process","active","http://en.wikipedia.org/wiki/PRISM_(surveillance_program),en.wikipedia.org - Prism,http://www.theverge.com/2013/7/17/4517480/nsa-spying-prism-surveillance-cheat-sheet, theverge.com - Everything you need to know about PRISM A cheat sheet for the NSA's unprecedented surveillance programs,http://cryptome.org/2013/12/nsa-cable-spy-types.pdf|,SSO - The cryptologic provider of Intelligence from Global High-Capacity Telecommunications Systems","PRISM is a clandestine mass electronic surveillance data mining program known to have been operated by the United States National Security Agency (NSA) since 2007. PRISM is a government code name for a data-collection effort.The PRISM program collects stored Internet communications based on demands made to Internet companies such as Google Inc. and Apple Inc. under Section 702 of the FISA Amendments Act of 2008 to turn over any data that match court-approved search terms. The NSA can use these PRISM requests to target communications that were encrypted when they traveled across the Internet backbone, to focus on stored data that telecommunication filtering systems discarded earlier, and to get data that is easier to handle, among other things. The program is operated under the supervision of the U.S. Foreign Intelligence Surveillance Court (FISA Court, or FISC) pursuant to the Foreign Intelligence Surveillance Act (FISA). Documents indicate that PRISM is ""the number one source of raw intelligence used for NSA analytic reports"", and it accounts for 91% of the NSA's Internet traffic acquired under FISA section 702 authority. The leaked information came to light one day after the revelation that the FISA Court had been ordering a subsidiary of telecommunications company Verizon Communications to turn over to the NSA logs tracking all of its customers' telephone calls on an ongoing daily basis."
"Q9MRzu2up8hDB3Qu4","PROTEIN","NSA","compartment","","","","","collect","unknown","http://www.intrepidreport.com/archives/8588,intrepidreport.com - Senate delivers fatal end-of-term blow to Constitution","SIGINT Exchange Designators with Third or Fourth Parties."
"sFtYXXabnSb8e65np","PROTON","NSA","Program","","","","","Database","unknown","http://www.theatlantic.com/technology/archive/2013/08/an-educated-guess-about-how-the-nsa-is-structured/278697/,theatlantic.com - An Educated Guess About How the NSA Is Structured","SIGINT database for time-sensitive targets/counterintelligence"
"n2zebkiZtoMLckSp6","PROTOSS","NSA","program","","","","[[FIREWALK]]","collect","unknown","http://cryptome.org/2014/01/nsa-codenames.htm, cryptome.org - NSA codenames","Possibly a bridge between the airgapped system and the Internet"
